"32;""4ESOC"";""FGA  "";""VE   "";""524  "";1;1"
"33;""4ESOC"";""AO   "";""REV  "";""113  "";1;1"
"34;""4ESOD"";""VPC  "";""ECO  "";""522  "";1;1"
"35;""4ESOE"";""JRM  "";""GeH  "";""111  "";1;1"
"36;""4ESOF"";""HCG  "";""MAP  "";""514  "";1;1"
"37;""1FPB "";""RHM  "";""ATECL"";""314  "";1;1"
"38;""2FPB "";""CGR  "";""ARCHC"";""304  "";1;1"
"39;""1BS  "";""COS  "";""MCS  "";""501  "";1;1"
"40;""1BSH "";""AIS  "";""FIL  "";""502  "";1;1"
"41;""1BCT "";""CMV  "";""DBT  "";""415  "";1;1"
"42;""1BCT "";""IGB  "";""BYG  "";""201  "";1;1"
"43;""1BA  "";""BMQ  "";""FR2  "";""211  "";1;1"
"44;""2BS  "";""MSV  "";""HES  "";""521  "";1;1"
"45;""2BSH "";""MGG  "";""LCL  "";""513  "";1;1"
"46;""2BCT "";""JAM  "";""LCL  "";""526  "";1;1"
"47;""1GA  "";""ILL  "";""ING  "";""116  "";1;1"
"48;""1ITE "";""JGR  "";""EAP  "";""313  "";1;1"
"49;""1SMR "";""TGU  "";""FOL  "";""102  "";1;1"
"50;""2GA  "";""MGS  "";""OAGT "";""100  "";1;1"
"51;""2ITE "";""MRR  "";""INSDO"";""312  "";1;1"
"52;""2SMR "";""JME  "";""HLC  "";""101  "";1;1"
"53;""1AFI "";""JMS  "";""OPI  "";""115  "";1;1"
"54;""1DAW "";""PRA  "";""SIINF"";""103  "";1;1"
"55;""2AFI "";""ARG  "";""GRH  "";""114  "";1;1"
"56;""2DAW "";""CMP  "";""DWECL"";""104  "";1;1"
"57;""1ESOA"";""AOV  "";""MAT  "";""401  "";1;2"
"58;""1ESOB"";""RCG  "";""EF   "";""P-1  "";1;2"
"59;""1ESOC"";""MJF  "";""GeH  "";""403  "";1;2"
"60;""1ESOD"";""AGZ  "";""REL  "";""404  "";1;2"
"61;""1ESOG"";""RGC  "";""REL  "";""411  "";1;2"
"62;""1ESOD"";""JCM  "";""VE   "";""409  "";1;2"
"63;""1ESOG"";""JCM  "";""VE   "";""409  "";1;2"
"64;""1ESOE"";""JGG  "";""MAT  "";""405  "";1;2"
"65;""1ESOF"";""RMS  "";""MuS  "";""4S   "";1;2"
"66;""1ESOH"";""AHG  "";""MAT  "";""202  "";1;2"
"67;""1ESOI"";""MMG  "";""GeH  "";""203  "";1;2"
"68;""2ESOA"";""SBR  "";""ING  "";""422  "";1;2"
"69;""2ESOB"";""RCG  "";""TEC  "";""423  "";1;2"
"70;""2ESOC"";""MGR  "";""EF   "";""P-2  "";1;2"
"71;""2ESOD"";""ILL  "";""ING  "";""412  "";1;2"
"72;""2ESOE"";""CSG  "";""LCL  "";""413  "";1;2"
"73;""2ESOF"";""JCL  "";""FyQ  "";""414  "";1;2"
"74;""2ESOG"";""ARC  "";""MUS  "";""416  "";1;2"
"75;""2ESOH"";""AAS  "";""TEC  "";""301  "";1;2"
"76;""3ESOA"";""AAS  "";""EF   "";""P-3  "";1;2"
"77;""3ESOB"";""RIG  "";""LCL  "";""406  "";1;2"
"78;""3ESOC"";""ANO  "";""LCL  "";""113  "";1;2"
"79;""3ESOB"";""AGR  "";""AMBLS"";""408  "";1;2"
"80;""3ESOC"";""AGR  "";""AMBLS"";""408  "";1;2"
"81;""3ESOD"";""JSL  "";""FQU  "";""117  "";1;2"
"82;""3ESOE"";""MRJ  "";""ING  "";""512  "";1;2"
"83;""3ESOF"";""AGC  "";""FQU  "";""425  "";1;2"
"84;""3ESOG"";""CJG  "";""TEC  "";""426  "";1;2"
"85;""4ESOA"";""RLT  "";""GeH  "";""303  "";1;2"
"86;""4ESOB"";""IGB  "";""BYG  "";""525  "";1;2"
"87;""4ESOC"";""JME  "";""TIC  "";""TIC3 "";1;2"
"88;""4ESOD"";""MSF  "";""BYG  "";""522  "";1;2"
"89;""4ESOE"";""HCG  "";""MAP  "";""111  "";1;2"
"90;""4ESOF"";""ERC  "";""ING  "";""514  "";1;2"
"91;""1FPB "";""JGM  "";""CSI  "";""314  "";1;2"
"92;""2FPB "";""ELN  "";""CSII "";""304  "";1;2"
"93;""1BS  "";""BMQ  "";""FR2  "";""501  "";1;2"
"94;""1BSH "";""JDC  "";""LAT  "";""524  "";1;2"
"95;""1BSH "";""COS  "";""MCS  "";""502  "";1;2"
"96;""1BCT "";""RMM  "";""ANAP "";""201  "";1;2"
"97;""1BCT "";""MSS  "";""TIN  "";""510  "";1;2"
"98;""1BA  "";""ARM  "";""EFI  "";""5S   "";1;2"
"99;""1BPA "";""FMC  "";""DTEL "";""     "";1;2"
"100;""2BS  "";""VPC  "";""ECE  "";""521  "";1;2"
"101;""2BSH "";""MSV  "";""HES  "";""513  "";1;2"
"102;""2BCT "";""ISA  "";""QUI  "";""526  "";1;2"
"103;""2BCT "";""CMV  "";""DBT  "";""415  "";1;2"
"104;""2BPA "";""JMF  "";""DTEL "";""     "";1;2"
"105;""1GA  "";""CGR  "";""CEAC "";""116  "";1;2"
"106;""1ITE "";""MRR  "";""IEB  "";""313  "";1;2"
"107;""1SMR "";""MGL  "";""APLOF"";""102  "";1;2"
"108;""2GA  "";""MCP  "";""EAU  "";""100  "";1;2"
"109;""2ITE "";""TGU  "";""EINEM"";""105  "";1;2"
"110;""2SMR "";""JBP  "";""SERRE"";""101  "";1;2"
"111;""1AFI "";""JMS  "";""OPI  "";""115  "";1;2"
"112;""1DAW "";""PRA  "";""SIINF"";""103  "";1;2"
"113;""2AFI "";""MGS  "";""GFI  "";""114  "";1;2"
"114;""2DAW "";""CMP  "";""DWECL"";""104  "";1;2"
"115;""1ESOA"";""CRR  "";""EPVA "";""401  "";1;3"
"116;""1ESOB"";""MRJ  "";""ING  "";""402  "";1;3"
"117;""1ESOC"";""AHH  "";""MAT  "";""403  "";1;3"
"118;""1ESOD"";""ELN  "";""ING  "";""416  "";1;3"
"119;""1ESOE"";""RMM  "";""ByG  "";""405  "";1;3"
"120;""1ESOF"";""CSG  "";""LCL  "";""112  "";1;3"
"121;""1ESOG"";""MJF  "";""GeH  "";""411  "";1;3"
"122;""1ESOH"";""RLT  "";""GeH  "";""202  "";1;3"
"123;""1ESOI"";""POV  "";""ING  "";""203  "";1;3"
"124;""2ESOA"";""MGR  "";""EF   "";""5S   "";1;3"
"125;""2ESOB"";""JGR  "";""MAT  "";""423  "";1;3"
"126;""2ESOC"";""JGG  "";""MAT  "";""424  "";1;3"
"127;""2ESOB"";""AMR  "";""AMBCM"";""302  "";1;3"
"128;""2ESOC"";""AMR  "";""AMBCM"";""302  "";1;3"
"129;""2ESOD"";""PGT  "";""REL  "";""412  "";1;3"
"130;""2ESOE"";""PGT  "";""REL  "";""412  "";1;3"
"131;""2ESOD"";""MPN  "";""VE   "";""413  "";1;3"
"132;""2ESOE"";""MPN  "";""VE   "";""413  "";1;3"
"133;""2ESOE"";""AO   "";""REV  "";""414  "";1;3"
"134;""2ESOF"";""AAS  "";""TEC  "";""301  "";1;3"
"135;""2ESOG"";""SRE  "";""EPVA "";""415  "";1;3"
"136;""2ESOH"";""MFM  "";""ING  "";""417  "";1;3"
"137;""3ESOA"";""MSF  "";""BYG  "";""311  "";1;3"
"138;""3ESOB"";""JCL  "";""FQU  "";""406  "";1;3"
"139;""3ESOC"";""AGC  "";""FQU  "";""113  "";1;3"
"140;""3ESOB"";""BBT  "";""AMBCM"";""524  "";1;3"
"141;""3ESOC"";""BBT  "";""AMBCM"";""524  "";1;3"
"142;""3ESOD"";""MMR  "";""FR2  "";""117  "";1;3"
"143;""3ESOE"";""MMR  "";""FR2  "";""117  "";1;3"
"144;""3ESOF"";""FRC  "";""FR2  "";""425  "";1;3"
"145;""3ESOG"";""FRC  "";""FR2  "";""425  "";1;3"
"146;""3ESOD"";""RIG  "";""CLAI "";""426  "";1;3"
"147;""3ESOE"";""RIG  "";""CLAI "";""426  "";1;3"
"148;""3ESOF"";""RIG  "";""CLAI "";""426  "";1;3"
"149;""3ESOG"";""RIG  "";""CLAI "";""426  "";1;3"
"150;""3ESOD"";""FMC  "";""CSG  "";""TIC1 "";1;3"
"151;""3ESOG"";""FMC  "";""CSG  "";""TIC1 "";1;3"
"152;""3ESOE"";""CGA  "";""CSG  "";""512  "";1;3"
"153;""3ESOF"";""CGA  "";""CSG  "";""512  "";1;3"
"154;""4ESOA"";""JAM  "";""LCL  "";""303  "";1;3"
"155;""4ESOB"";""ICL  "";""GeH  "";""525  "";1;3"
"156;""4ESOC"";""MSV  "";""GeH  "";""118  "";1;3"
"157;""4ESOD"";""AGZ  "";""REL  "";""522  "";1;3"
"158;""4ESOE"";""RGC  "";""REL  "";""111  "";1;3"
"159;""4ESOD"";""FGA  "";""VE   "";""514  "";1;3"
"160;""4ESOE"";""FGA  "";""VE   "";""514  "";1;3"
"161;""4ESOF"";""RCG  "";""EF   "";""P-3  "";1;3"
"162;""1FPB "";""ERC  "";""CSI  "";""314  "";1;3"
"163;""2FPB "";""FBP  "";""ABO  "";""304  "";1;3"
"164;""1BS  "";""JRM  "";""HMC  "";""501  "";1;3"
"165;""1BSH "";""JRM  "";""HMC  "";""501  "";1;3"
"166;""1BSH "";""INN  "";""HMC  "";""502  "";1;3"
"167;""1BA  "";""INN  "";""HMC  "";""502  "";1;3"
"168;""1BS  "";""CMS  "";""LUN  "";""404  "";1;3"
"169;""1BSH "";""CMS  "";""LUN  "";""404  "";1;3"
"170;""1BSH "";""AGR  "";""LUN  "";""211  "";1;3"
"171;""1BA  "";""AGR  "";""LUN  "";""211  "";1;3"
"172;""1BCT "";""ACC  "";""MAT  "";""201  "";1;3"
"173;""1BPA "";""BMQ  "";""DTEL "";""     "";1;3"
"174;""2BS  "";""JLM  "";""GEO  "";""521  "";1;3"
"175;""2BSH "";""JLM  "";""GEO  "";""521  "";1;3"
"176;""2BSH "";""VPC  "";""ECE  "";""513  "";1;3"
"177;""2BSH "";""JDC  "";""GRI  "";""TIC2 "";1;3"
"178;""2BCT "";""ILL  "";""ING  "";""526  "";1;3"
"179;""2BPA "";""JMF  "";""DTEL "";""     "";1;3"
"180;""1GA  "";""CGR  "";""OACV "";""116  "";1;3"
"181;""1ITE "";""JGR  "";""ICTVE"";""313  "";1;3"
"182;""1SMR "";""CMP  "";""MOMAE"";""102  "";1;3"
"183;""2GA  "";""MCP  "";""EAU  "";""100  "";1;3"
"184;""2ITE "";""MRR  "";""IMS  "";""312  "";1;3"
"185;""2SMR "";""JBP  "";""SERRE"";""101  "";1;3"
"186;""1AFI "";""RHM  "";""CYAC "";""115  "";1;3"
"187;""1DAW "";""MSM  "";""LMSGI"";""103  "";1;3"
"188;""2AFI "";""MGS  "";""GFI  "";""114  "";1;3"
"189;""2DAW "";""MGL  "";""DIWEB"";""104  "";1;3"
"190;""1ESOA"";""JLM  "";""GeH  "";""401  "";1;5"
"191;""1ESOB"";""CMV  "";""EPVA "";""402  "";1;5"
"192;""1ESOC"";""RPR  "";""ING  "";""403  "";1;5"
"193;""1ESOD"";""AGF  "";""LIBD1"";""409  "";1;5"
"194;""1ESOE"";""AGF  "";""LIBD1"";""409  "";1;5"
"195;""1ESOD"";""JGG  "";""LIBD2"";""405  "";1;5"
"196;""1ESOE"";""JGG  "";""LIBD2"";""405  "";1;5"
"197;""1ESOD"";""MGG  "";""LIBD4"";""404  "";1;5"
"198;""1ESOE"";""MGG  "";""LIBD4"";""404  "";1;5"
"199;""1ESOF"";""MGG  "";""LIBD4"";""404  "";1;5"
"200;""1ESOG"";""MGG  "";""LIBD4"";""404  "";1;5"
"201;""1ESOD"";""JBP  "";""LIBD5"";""TIC3 "";1;5"
"202;""1ESOE"";""JBP  "";""LIBD5"";""TIC3 "";1;5"
"203;""1ESOF"";""JBP  "";""LIBD5"";""TIC3 "";1;5"
"204;""1ESOF"";""ACC  "";""LIBD2"";""411  "";1;5"
"205;""1ESOG"";""ACC  "";""LIBD2"";""411  "";1;5"
"206;""1ESOF"";""ARG  "";""LIBD1"";""112  "";1;5"
"207;""1ESOG"";""ARG  "";""LIBD1"";""112  "";1;5"
"208;""1ESOD"";""RIG  "";""LIBD6"";""407  "";1;5"
"209;""1ESOE"";""RIG  "";""LIBD6"";""407  "";1;5"
"210;""1ESOF"";""RIG  "";""LIBD6"";""407  "";1;5"
"211;""1ESOG"";""RIG  "";""LIBD6"";""407  "";1;5"
"212;""1ESOH"";""AAS  "";""EF   "";""P-3  "";1;5"
"213;""1ESOI"";""RCG  "";""EF   "";""P-1  "";1;5"
"214;""2ESOA"";""SMC  "";""FR2  "";""423  "";1;5"
"215;""2ESOB"";""SMC  "";""FR2  "";""423  "";1;5"
"216;""2ESOC"";""MMR  "";""FR2  "";""424  "";1;5"
"217;""2ESOA"";""MGA  "";""ROBOT"";""510  "";1;5"
"218;""2ESOB"";""MGA  "";""ROBOT"";""510  "";1;5"
"219;""2ESOC"";""MGA  "";""ROBOT"";""510  "";1;5"
"220;""2ESOA"";""FGA  "";""CSG  "";""422  "";1;5"
"221;""2ESOB"";""FGA  "";""CSG  "";""422  "";1;5"
"222;""2ESOC"";""FGA  "";""CSG  "";""422  "";1;5"
"223;""2ESOD"";""JCL  "";""FyQ  "";""412  "";1;5"
"224;""2ESOE"";""EOG  "";""MAT  "";""413  "";1;5"
"225;""2ESOF"";""MPN  "";""EPVA "";""414  "";1;5"
"226;""2ESOG"";""INN  "";""GeH  "";""416  "";1;5"
"227;""2ESOH"";""MGR  "";""EF   "";""P-2  "";1;5"
"228;""3ESOA"";""PGT  "";""REL  "";""311  "";1;5"
"229;""3ESOB"";""PGT  "";""REL  "";""311  "";1;5"
"230;""3ESOA"";""MRM  "";""VE   "";""406  "";1;5"
"231;""3ESOB"";""MRM  "";""VE   "";""406  "";1;5"
"232;""3ESOA"";""AO   "";""REV  "";""203  "";1;5"
"233;""3ESOC"";""CJG  "";""TEC  "";""301  "";1;5"
"234;""3ESOD"";""ELN  "";""ING  "";""117  "";1;5"
"235;""3ESOE"";""AHG  "";""MAC  "";""512  "";1;5"
"236;""3ESOF"";""PSR  "";""MAC  "";""425  "";1;5"
"237;""3ESOG"";""AOV  "";""MAC  "";""426  "";1;5"
"238;""3ESOE"";""JGR  "";""MAP  "";""524  "";1;5"
"239;""3ESOF"";""JGR  "";""MAP  "";""524  "";1;5"
"240;""3ESOG"";""JGR  "";""MAP  "";""524  "";1;5"
"241;""4ESOA"";""ARM  "";""EF   "";""5S   "";1;5"
"242;""4ESOB"";""AGA  "";""TUT  "";""525  "";1;5"
"243;""4ESOC"";""FMM  "";""ING  "";""118  "";1;5"
"244;""4ESOD"";""AHH  "";""MAC  "";""522  "";1;5"
"245;""4ESOE"";""JCM  "";""IAEYE"";""111  "";1;5"
"246;""4ESOF"";""JRM  "";""GeH  "";""514  "";1;5"
"247;""1FPB "";""FBP  "";""TAB  "";""314  "";1;5"
"248;""2FPB "";""JGM  "";""CSII "";""304  "";1;5"
"249;""1BS  "";""JME  "";""TIYC "";""TIC1 "";1;5"
"250;""1BS  "";""MGC  "";""TIYC "";""TIC2 "";1;5"
"251;""1BSH "";""SBR  "";""ING  "";""502  "";1;5"
"252;""1BCT "";""ISA  "";""FQU  "";""201  "";1;5"
"253;""1BCT "";""CSM  "";""FQU  "";""302  "";1;5"
"254;""1BA  "";""CRR  "";""FART "";""211  "";1;5"
"255;""1BPA "";""APM  "";""DTEL "";""     "";1;5"
"256;""2BS  "";""AIS  "";""PSI  "";""521  "";1;5"
"257;""2BSH "";""AGZ  "";""REL  "";""513  "";1;5"
"258;""2BCT "";""RGC  "";""REL  "";""526  "";1;5"
"259;""2BSH "";""FMC  "";""ECDH "";""501  "";1;5"
"260;""2BCT "";""FMC  "";""ECDH "";""501  "";1;5"
"261;""2BPA "";""BMQ  "";""DTEL "";""     "";1;5"
"262;""1GA  "";""JMS  "";""EA   "";""115  "";1;5"
"263;""1ITE "";""JGR  "";""ICTVE"";""313  "";1;5"
"264;""1ITE "";""JLA  "";""ICTVE"";""     "";1;5"
"265;""1SMR "";""CMP  "";""MOMAE"";""102  "";1;5"
"266;""2GA  "";""RHM  "";""OARH "";""100  "";1;5"
"267;""2ITE "";""MRR  "";""IMS  "";""312  "";1;5"
"268;""2SMR "";""TGU  "";""EINEM"";""101  "";1;5"
"269;""1AFI "";""MCP  "";""GDJE "";""116  "";1;5"
"270;""1DAW "";""MSM  "";""LMSGI"";""103  "";1;5"
"271;""2AFI "";""MFM  "";""HLC  "";""114  "";1;5"
"272;""2DAW "";""MGL  "";""DIWEB"";""104  "";1;5"
"273;""2ESPA"";""MJF  "";""DTEL "";""     "";1;5"
"274;""1ESOA"";""RMM  "";""ByG  "";""401  "";1;6"
"275;""1ESOB"";""JLM  "";""GeH  "";""402  "";1;6"
"276;""1ESOC"";""MGG  "";""MuS  "";""403  "";1;6"
"277;""1ESOD"";""CRR  "";""EPVA "";""404  "";1;6"
"278;""1ESOE"";""PGT  "";""REL  "";""112  "";1;6"
"279;""1ESOF"";""PGT  "";""REL  "";""112  "";1;6"
"280;""1ESOE"";""FRC  "";""VE   "";""405  "";1;6"
"281;""1ESOF"";""FRC  "";""VE   "";""405  "";1;6"
"282;""1ESOF"";""AO   "";""REV  "";""412  "";1;6"
"283;""1ESOG"";""AGF  "";""TUT  "";""411  "";1;6"
"284;""1ESOH"";""CMV  "";""EPVA "";""202  "";1;6"
"285;""1ESOI"";""AOV  "";""MAT  "";""203  "";1;6"
"286;""2ESOA"";""JGR  "";""MAT  "";""422  "";1;6"
"287;""2ESOB"";""ARG  "";""LCL  "";""423  "";1;6"
"288;""2ESOC"";""MLC  "";""LCL  "";""424  "";1;6"
"289;""2ESOB"";""IBR  "";""AMBLS"";""408  "";1;6"
"290;""2ESOC"";""IBR  "";""AMBLS"";""408  "";1;6"
"291;""2ESOD"";""ARC  "";""MUS  "";""4S   "";1;6"
"292;""2ESOE"";""MPN  "";""EPVA "";""415  "";1;6"
"293;""2ESOF"";""EOG  "";""MAT  "";""414  "";1;6"
"294;""2ESOF"";""AHH  "";""MAT  "";""     "";1;6"
"295;""2ESOG"";""MRM  "";""ING  "";""416  "";1;6"
"296;""2ESOH"";""JRM  "";""GeH  "";""417  "";1;6"
"297;""3ESOA"";""RCG  "";""TEC  "";""301  "";1;6"
"298;""3ESOB"";""POV  "";""ING  "";""406  "";1;6"
"299;""3ESOC"";""ILL  "";""ING  "";""113  "";1;6"
"300;""3ESOB"";""ELN  "";""AMBLE"";""TIC1 "";1;6"
"301;""3ESOC"";""ELN  "";""AMBLE"";""TIC1 "";1;6"
"302;""3ESOD"";""AGA  "";""LCL  "";""117  "";1;6"
"303;""3ESOE"";""BBT  "";""FQU  "";""502  "";1;6"
"304;""3ESOF"";""INN  "";""TUT  "";""425  "";1;6"
"305;""3ESOG"";""ICL  "";""GeH  "";""426  "";1;6"
"306;""4ESOA"";""JSM  "";""MAC  "";""303  "";1;6"
"307;""4ESOB"";""FMM  "";""ING  "";""525  "";1;6"
"308;""4ESOC"";""IGB  "";""BYG  "";""524  "";1;6"
"309;""4ESOC"";""VPC  "";""ECO  "";""118  "";1;6"
"310;""4ESOD"";""SBR  "";""ING  "";""522  "";1;6"
"311;""4ESOE"";""CJG  "";""TEC  "";""521  "";1;6"
"312;""4ESOF"";""MGC  "";""TIC  "";""TIC3 "";1;6"
"313;""1FPB "";""MSF  "";""CAI  "";""111  "";1;6"
"314;""2FPB "";""ADG  "";""PPVP "";""304  "";1;6"
"315;""1BS  "";""RPR  "";""ING  "";""501  "";1;6"
"316;""1BSH "";""SMC  "";""FR2  "";""211  "";1;6"
"317;""1BCT "";""AGZ  "";""REL  "";""201  "";1;6"
"318;""1BCT "";""CGA  "";""ECDH "";""514  "";1;6"
"319;""1BA  "";""SRE  "";""CAU  "";""TIC2 "";1;6"
"320;""1BPA "";""JMG  "";""DTEL "";""     "";1;6"
"321;""2BS  "";""MGR  "";""AFS  "";""5S   "";1;6"
"322;""2BSH "";""JDC  "";""LAT  "";""413  "";1;6"
"323;""2BSH "";""JMF  "";""MCS  "";""513  "";1;6"
"324;""2BCT "";""AMR  "";""BIO  "";""526  "";1;6"
"325;""2BCT "";""CSM  "";""FIS  "";""302  "";1;6"
"326;""2BPA "";""FMC  "";""DTEL "";""     "";1;6"
"327;""1GA  "";""JMS  "";""TII  "";""115  "";1;6"
"328;""1ITE "";""JLA  "";""IRDST"";""313  "";1;6"
"329;""1SMR "";""JBP  "";""REDLO"";""102  "";1;6"
"330;""1SMR "";""JME  "";""REDLO"";""     "";1;6"
"331;""2GA  "";""ARG  "";""TDC  "";""100  "";1;6"
"332;""2SMR "";""ASA  "";""SEGIN"";""101  "";1;6"
"333;""1AFI "";""MCP  "";""RHRSC"";""116  "";1;6"
"334;""1DAW "";""JFV  "";""PROGR"";""103  "";1;6"
"335;""2AFI "";""JJH  "";""SE   "";""114  "";1;6"
"336;""2DAW "";""MSM  "";""DWESE"";""104  "";1;6"
"337;""1ESOA"";""JMG  "";""LCL  "";""401  "";1;7"
"338;""1ESOB"";""AGA  "";""LCL  "";""402  "";1;7"
"339;""1ESOC"";""ARM  "";""EF   "";""P-2  "";1;7"
"340;""1ESOD"";""AGF  "";""LCL  "";""404  "";1;7"
"341;""1ESOE"";""CSG  "";""LCL  "";""405  "";1;7"
"342;""1ESOF"";""MRM  "";""ING  "";""112  "";1;7"
"343;""1ESOG"";""CRR  "";""EPVA "";""411  "";1;7"
"344;""1ESOH"";""RMM  "";""ByG  "";""202  "";1;7"
"345;""1ESOI"";""ARG  "";""LCL  "";""203  "";1;7"
"346;""2ESOA"";""SRE  "";""EPVA "";""415  "";1;7"
"347;""2ESOB"";""IBR  "";""MUS  "";""424  "";1;7"
"348;""2ESOC"";""ARC  "";""MUS  "";""4S   "";1;7"
"349;""2ESOB"";""AMR  "";""AMBCM"";""TIC1 "";1;7"
"350;""2ESOC"";""AMR  "";""AMBCM"";""TIC1 "";1;7"
"351;""2ESOD"";""MSV  "";""GeH  "";""412  "";1;7"
"352;""2ESOE"";""FMM  "";""ING  "";""413  "";1;7"
"353;""2ESOF"";""MGR  "";""EF   "";""5S   "";1;7"
"354;""2ESOG"";""JSM  "";""MAT  "";""416  "";1;7"
"355;""2ESOH"";""BBT  "";""FyQ  "";""417  "";1;7"
"356;""3ESOA"";""ELN  "";""ING  "";""311  "";1;7"
"357;""3ESOB"";""JLM  "";""GeH  "";""406  "";1;7"
"358;""3ESOC"";""INN  "";""GeH  "";""113  "";1;7"
"359;""3ESOB"";""AGR  "";""AMBLS"";""408  "";1;7"
"360;""3ESOC"";""AGR  "";""AMBLS"";""408  "";1;7"
"361;""3ESOD"";""CJG  "";""TEC  "";""301  "";1;7"
"362;""3ESOE"";""ICL  "";""GeH  "";""512  "";1;7"
"363;""3ESOF"";""RCG  "";""TEC  "";""425  "";1;7"
"364;""3ESOG"";""CMS  "";""LCL  "";""426  "";1;7"
"365;""4ESOA"";""JDC  "";""LAT  "";""303  "";1;7"
"366;""4ESOB"";""EOG  "";""MAC  "";""525  "";1;7"
"367;""4ESOC"";""AHH  "";""MAC  "";""118  "";1;7"
"368;""4ESOD"";""SMC  "";""FR2  "";""422  "";1;7"
"369;""4ESOE"";""MGC  "";""TIC  "";""TIC3 "";1;7"
"370;""4ESOF"";""MGG  "";""LCL  "";""514  "";1;7"
"371;""1FPB "";""ADG  "";""TID  "";""314  "";1;7"
"372;""2FPB "";""CSM  "";""CAII "";""304  "";1;7"
"373;""1BS  "";""JCM  "";""ECO  "";""501  "";1;7"
"374;""1BSH "";""APM  "";""CEYE "";""524  "";1;7"
"375;""1BSH "";""JGM  "";""PCYAA"";""502  "";1;7"
"376;""1BCT "";""RPR  "";""ING  "";""201  "";1;7"
"377;""1BA  "";""CGA  "";""FIL  "";""211  "";1;7"
"378;""2BS  "";""JAM  "";""LCL  "";""521  "";1;7"
"379;""2BSH "";""BMQ  "";""FR2  "";""513  "";1;7"
"380;""2BCT "";""BMQ  "";""FR2  "";""513  "";1;7"
"381;""2BSH "";""AIS  "";""PSI  "";""526  "";1;7"
"382;""2BCT "";""AIS  "";""PSI  "";""526  "";1;7"
"383;""2BCT "";""MGA  "";""TIN  "";""510  "";1;7"
"384;""1GA  "";""JMS  "";""TII  "";""115  "";1;7"
"385;""1ITE "";""MCP  "";""FOL  "";""105  "";1;7"
"386;""1SMR "";""JBP  "";""REDLO"";""102  "";1;7"
"387;""1SMR "";""JME  "";""REDLO"";""     "";1;7"
"388;""2GA  "";""MFM  "";""HLC  "";""100  "";1;7"
"389;""2SMR "";""ASA  "";""SEGIN"";""101  "";1;7"
"390;""1AFI "";""FBP  "";""FOL  "";""116  "";1;7"
"391;""1DAW "";""JFV  "";""PROGR"";""103  "";1;7"
"392;""2AFI "";""JJH  "";""SE   "";""114  "";1;7"
"393;""2DAW "";""MSM  "";""DWESE"";""104  "";1;7"
"394;""2ESPA"";""MLG  "";""DTEL "";""     "";1;8"
"395;""2BPA "";""MLG  "";""DTEL "";""     "";1;11"
"396;""1ESOA"";""RGC  "";""REL  "";""402  "";2;1"
"397;""1ESOB"";""RGC  "";""REL  "";""402  "";2;1"
"398;""1ESOA"";""AGZ  "";""REL  "";""403  "";2;1"
"399;""1ESOC"";""AGZ  "";""REL  "";""403  "";2;1"
"400;""1ESOA"";""FRC  "";""VE   "";""401  "";2;1"
"401;""1ESOB"";""FRC  "";""VE   "";""401  "";2;1"
"402;""1ESOC"";""FRC  "";""VE   "";""401  "";2;1"
"403;""1ESOD"";""MMG  "";""GeH  "";""404  "";2;1"
